"Date","Total Sales","Total Commission","New Sales","Renewals","Refunds",
"Oct 15, 2022","$149.00","$0.00","$149.00","","-$149.00",
"Oct 17, 2022","","-$100.17","","","-$178.80",
"Oct 18, 2022","","-$100.86","","","-$149.00",
"Oct 20, 2022","","-$100.86","","","-$149.00",
"Oct 21, 2022","$178.80","$100.17","$178.80","","",
"Oct 23, 2022","$161.29","$100.58","$161.29","","",
"Oct 25, 2022","$308.24","$201.49","$308.24","","",
"Oct 26, 2022","$354.62","$200.41","$354.62","","",
"Oct 27, 2022","","-$100.86","","","-$149.00",
"Oct 28, 2022","$478.29","$301.86","$478.29","","",
"Nov 2, 2022","$149.00","$100.86","$149.00","","",
"Nov 3, 2022","$149.00","$100.86","$149.00","","",
"Nov 7, 2022","$309.92","$201.44","$309.92","","",
"Nov 8, 2022","$178.80","-$0.69","$178.80","","-$149.00",
"Nov 10, 2022","","-$100.24","","","-$175.82",
"Nov 11, 2022","$180.29","$100.14","$180.29","","",
"Nov 12, 2022","$309.60","$209.57","$160.60","$149.00","",
"Nov 13, 2022","$160.64","-$108.71","$160.64","","-$321.24",
"Nov 17, 2022","$149.00","$100.86","$149.00","","",
"Nov 18, 2022","$160.67","-$200.31","$160.67","","-$519.76",
"Nov 20, 2022","$193.66","$107.56","$193.66","","",
"Nov 21, 2022","$158.37","-$100.49","$158.37","","-$341.35",
"Nov 22, 2022","$193.18","$107.30","$193.18","","",
"Nov 24, 2022","$283.03","$186.42","$283.03","","",
"Nov 25, 2022","$192.21","$55.12","$192.21","","-$96.93",
"Nov 26, 2022","","-$109.67","","","-$162.02",
"Nov 27, 2022","$392.72","$251.61","$392.72","","",
"Nov 28, 2022","$206.77","-$35.67","$206.77","","-$238.40",
"Nov 29, 2022","$345.95","$229.36","$345.95","","",
"Nov 30, 2022","$177.31","$100.21","$177.31","","",
"Dec 2, 2022","$149.00","$100.86","$149.00","","",
"Dec 3, 2022","$149.00","$100.86","$149.00","","",
"Dec 4, 2022","$160.47","-$20.45","","$160.47","-$178.80",
"Dec 6, 2022","$149.00","$35.27","$149.00","","-$118.09",
"Dec 7, 2022","","-$60.35","","","-$96.28",
"Dec 8, 2022","$149.00","$40.34","$149.00","","-$89.40",
"Dec 9, 2022","$149.00","$100.86","$149.00","","",
"Dec 12, 2022","$163.90","$50.73","$163.90","","-$102.81",
"Dec 13, 2022","$298.00","$201.72","$149.00","$149.00","",
"Dec 15, 2022","$164.67","$44.68","$164.67","","-$98.67",
"Dec 16, 2022","","-$100.86","","","-$149.00",
"Dec 19, 2022","","-$161.38","","","-$238.40",
"Dec 22, 2022","$298.00","$201.72","$298.00","","",
"Dec 23, 2022","$149.00","$100.86","$149.00","","",
"Dec 27, 2022","$149.00","$100.86","$149.00","","",
"Dec 28, 2022","$162.22","$100.55","","$162.22","",
"Dec 29, 2022","$161.67","$100.56","","$161.67","",
"Dec 31, 2022","$178.80","$79.31","$178.80","","",
"Jan 1, 2023","$161.29","$100.58","","$161.29","",
"Jan 2, 2023","$171.35","$100.34","$171.35","","",
"Jan 3, 2023","","-$100.86","","","-$149.00",
"Jan 4, 2023","$615.37","$402.99","$447.00","$168.37","",
"Jan 5, 2023","$298.00","$100.86","$149.00","$149.00","-$149.00",
"Jan 8, 2023","$149.00","$100.86","$149.00","","",
"Jan 9, 2023","$332.68","$202.88","$332.68","","",
"Jan 10, 2023","$152.52","$103.24","$152.52","","",
"Jan 12, 2023","$317.49","-$7.36","$317.49","","-$316.20",
"Jan 13, 2023","$451.61","$305.70","$302.61","$149.00","",
"Jan 16, 2023","$816.45","$505.84","$816.45","","",
"Jan 17, 2023","$160.47","-$0.27","$160.47","","-$149.00",
"Jan 18, 2023","$171.35","$100.34","$171.35","","",
"Jan 19, 2023","$153.59","$103.96","$153.59","","",
"Jan 20, 2023","","-$100.34","","","-$171.35",
"Jan 21, 2023","","-$100.34","","","-$171.35",
"Jan 23, 2023","$332.27","$200.92","$332.27","","",
"Jan 26, 2023","$488.72","$301.61","$149.00","$339.72","",
"Jan 27, 2023","$149.00","$0.00","$149.00","","-$149.00",
"Jan 28, 2023","$159.43","$100.62","","$159.43","",
"Jan 30, 2023","$149.00","$100.86","$149.00","","",
"Jan 31, 2023","","-$100.34","","","-$171.35",
"Feb 1, 2023","$149.00","$100.86","$149.00","","",
"Feb 2, 2023","$156.19","$1.66","$156.19","","-$187.37",
"Feb 3, 2023","$149.00","$100.86","$149.00","","",
"Feb 4, 2023","$149.00","$100.86","$149.00","","",
"Feb 7, 2023","$162.22","$100.55","$162.22","","",
"Feb 8, 2023","$184.74","$102.61","$184.74","","",
"Feb 9, 2023","$324.43","$103.38","$153.08","$171.35","-$161.29",
"Feb 10, 2023","$329.85","$100.49","$329.85","","-$164.28",
"Feb 11, 2023","$178.80","-$102.91","","$178.80","-$323.13",
"Feb 13, 2023","$149.00","$100.86","$149.00","","",
"Feb 14, 2023","$320.35","$201.20","$320.35","","",
"Feb 15, 2023","$177.31","$100.21","$177.31","","",
"Feb 17, 2023","$298.00","$201.72","$149.00","$149.00","",
"Feb 18, 2023","$170.26","$104.41","$170.26","","",
"Feb 21, 2023","$363.56","$200.20","$186.25","$177.31","",
"Feb 22, 2023","$149.00","$100.86","","$149.00","",
"Feb 23, 2023","$149.00","$100.86","$149.00","","",
"Feb 24, 2023","$298.77","$101.38","$298.77","","-$149.00",
"Feb 27, 2023","$469.31","$201.20","$469.31","","-$149.00",
"Feb 28, 2023","$149.00","$100.86","$149.00","","",
"Mar 1, 2023","$628.31","$303.90","$628.31","","-$162.22",
"Mar 2, 2023","$149.00","$100.86","$149.00","","",
"Mar 4, 2023","","-$102.73","","","-$167.52",
"Mar 5, 2023","$167.03","$102.44","$167.03","","",
"Mar 8, 2023","$149.00","$0.00","","$149.00","-$149.00",
"Mar 9, 2023","$149.91","$101.47","$149.91","","",
"Mar 12, 2023","$159.24","$100.63","$159.24","","",
"Mar 13, 2023","$298.00","$201.72","$149.00","$149.00","",
"Mar 14, 2023","$298.00","$101.38","$298.00","","-$171.35",
"Mar 15, 2023","$178.80","$100.17","$178.80","","",
"Mar 16, 2023","$298.00","$201.72","$298.00","","",
"Mar 20, 2023","$183.97","$1.32","$183.97","","-$149.00",
"Mar 22, 2023","$178.80","$100.17","","$178.80","",
"Mar 23, 2023","$514.66","$304.81","$186.86","$327.80","",
"Mar 24, 2023","$669.38","$405.13","$669.38","","",
"Mar 25, 2023","$149.00","-$102.87","$149.00","","-$333.32",
"Mar 26, 2023","$171.35","$100.34","$171.35","","",
"Mar 27, 2023","$485.60","$3.03","$485.60","","-$504.28",
"Mar 29, 2023","$313.56","$98.75","$150.40","$163.16","-$186.51",
"Mar 30, 2023","$149.00","$100.86","$149.00","","",
"Mar 31, 2023","$357.60","$200.34","$178.80","$178.80","",
"Apr 3, 2023","$355.14","$204.21","$355.14","","",
"Apr 5, 2023","$341.21","$100.14","$180.29","$160.92","-$160.92",
"Apr 10, 2023","$363.49","$103.47","$363.49","","-$178.80",
"Apr 11, 2023","$298.00","$180.86","$298.00","","",
"Apr 12, 2023","$149.00","$100.86","","$149.00","",
"Apr 13, 2023","$155.97","$105.57","$155.97","","",
"Apr 15, 2023","$149.00","$100.86","","$149.00","",
"Apr 17, 2023","$149.00","-$3.43","$149.00","","-$186.14",
"Apr 18, 2023","$298.00","$201.72","$149.00","$149.00","",
"Apr 19, 2023","$156.45","$100.69","","$156.45","",
"Apr 20, 2023","$180.29","-$5.15","$180.29","","-$155.55",
"Apr 21, 2023","$625.80","$402.75","$476.80","$149.00","",
"Apr 23, 2023","","-$100.86","","","-$149.00",
"Apr 25, 2023","$457.80","$101.33","$457.80","","-$329.29",
"Apr 26, 2023","$149.00","$100.86","$149.00","","",
"Apr 27, 2023","$327.80","-$0.69","$327.80","","-$298.00",
"Apr 28, 2023","$163.90","$100.51","","$163.90","",
"May 1, 2023","$149.00","$100.86","$149.00","","",
"May 3, 2023","$183.27","$100.06","$183.27","","",
"May 4, 2023","$149.00","$80.00","$149.00","","",
"May 5, 2023","$149.00","$100.86","$149.00","","",
"May 7, 2023","$331.78","$200.93","$160.47","$171.31","",
"May 9, 2023","$149.00","$100.86","","$149.00","",
"May 10, 2023","$149.00","$100.86","","$149.00","",
"May 11, 2023","$507.59","$306.10","$507.59","","",
"May 12, 2023","$149.00","$0.00","$149.00","","-$149.00",
"May 15, 2023","$149.00","$100.86","$149.00","","",
"May 16, 2023","$149.00","$100.86","$149.00","","",
"May 17, 2023","$488.72","$301.62","$488.72","","",
"May 18, 2023","$164.73","$0.16","$164.73","","-$149.00",
"May 19, 2023","$157.20","-$100.95","","$157.20","-$313.30",
"May 20, 2023","$153.62","$103.99","$153.62","","",
"May 22, 2023","$298.00","$201.72","$298.00","","",
"May 23, 2023","$302.04","$204.45","$302.04","","",
"May 26, 2023","$152.39","$103.15","$152.39","","",
"May 28, 2023","$149.00","$100.86","$149.00","","",
"May 29, 2023","$149.00","$0.00","$149.00","","-$149.00",
"May 30, 2023","$178.80","$100.17","$178.80","","",
"May 31, 2023","$145.76","$98.66","$145.76","","",
"Jun 2, 2023","$148.72","$100.67","$148.72","","",
"Jun 3, 2023","$327.80","$201.03","$327.80","","",
